areaname;date;newcasesbyspecimendate;newcasesbyspecimendaterollingrate;newcasesbyspecimendaterollingsum
England;2021-06-19;7127;104.3;59002
England;2021-06-16;9411;92.4;52230
England;2021-06-14;8941;83.5;47215
England;2021-06-10;6718;71.9;40638
England;2021-06-08;6630;65.7;37171
England;2021-06-05;3964;51.8;29303
England;2021-06-01;4515;38.8;21928
England;2021-05-26;3179;28.5;16122
England;2021-05-22;1606;24.6;13908
England;2021-05-21;1872;24.1;13608
England;2021-05-19;2261;23.0;13013
England;2021-05-18;2241;22.3;12621
England;2021-05-17;2341;21.7;12252
England;2021-05-04;2200;21.4;12104
England;2021-05-03;1806;20.7;11713
England;2021-05-02;1305;21.5;12174
England;2021-04-29;1901;23.0;13028
England;2021-04-28;2153;23.3;13159
England;2021-04-27;1809;23.5;13304
England;2021-04-22;2032;25.4;14352
England;2021-04-21;2298;25.3;14279
England;2021-04-19;2268;24.8;13997
England;2021-04-12;2399;30.2;17069
England;2021-04-03;2121;38.6;21810
England;2021-04-02;2248;40.4;22825
England;2021-04-01;3067;43.1;24380
England;2021-03-31;3340;46.0;25987
England;2021-03-30;3135;49.5;27968
England;2021-03-28;4477;55.5;31377
England;2021-03-27;3136;55.8;31579
England;2021-03-26;3803;56.5;31957
England;2021-03-15;5643;58.8;33267
England;2021-03-13;3592;59.1;33412
England;2021-03-10;5222;59.7;33776
England;2021-03-09;5488;59.9;33859
England;2021-03-05;4728;62.9;35575
England;2021-02-26;5883;94.5;53447
England;2021-02-25;6934;100.5;56810
England;2021-02-18;10303;126.9;71735
England;2021-02-17;10419;129.2;73069
England;2021-02-16;11268;132.5;74922
England;2021-02-15;12953;135.0;76350
England;2021-02-05;14461;208.2;117746
England;2021-02-01;20765;251.9;142422
England;2021-01-27;23899;302.0;170763
England;2021-01-25;27972;338.4;191388
England;2021-01-24;15883;363.1;205351
England;2021-01-19;37055;449.5;254219
England;2021-01-14;39658;521.9;295110
England;2021-01-11;53519;579.4;327665
England;2021-01-10;33749;610.2;345066
England;2021-01-09;36419;640.1;361981
England;2021-01-06;52752;647.3;366067
England;2021-01-05;59600;667.7;377558
England;2021-01-04;70920;693.2;392016
England;2021-01-02;55428;626.9;354527
England;2020-12-31;47824;566.9;320608
England;2020-12-28;40845;431.3;243894
England;2020-12-24;29287;419.2;237034
England;2020-12-15;29652;267.2;151119
England;2020-12-09;17744;176.0;99508
England;2020-12-06;11036;158.8;89786
England;2020-12-05;10302;155.3;87818
England;2020-12-04;13065;153.6;86863
England;2020-12-01;13731;152.9;86447
England;2020-11-30;15228;153.8;86982
England;2020-11-28;9347;158.0;89374
England;2020-11-27;12459;160.6;90833
England;2020-11-23;16472;190.0;107473
England;2020-11-22;10216;203.6;115137
England;2020-11-21;10806;211.0;119343
England;2020-11-19;15797;233.2;131875
England;2020-11-18;18545;244.7;138398
England;2020-11-14;16290;278.3;157351
England;2020-11-10;24836;268.8;151994
England;2020-10-30;19899;232.7;131564
England;2020-10-28;20547;229.2;129633
England;2020-10-22;19866;220.8;124865
England;2020-10-21;21762;213.0;120427
England;2020-10-20;21638;203.9;115311
England;2020-10-18;11982;182.8;103384
England;2020-10-17;12487;178.9;101183
England;2020-10-12;16420;168.0;94989
England;2020-10-09;13159;163.6;92491
England;2020-10-08;15452;161.0;91051
England;2020-09-27;6084;71.3;40314
England;2020-09-24;6361;62.9;35578
England;2020-09-21;4727;50.7;28698
England;2020-09-20;4652;47.6;26912
England;2020-09-13;1722;34.4;19476
England;2020-09-11;2893;35.0;19809
England;2020-09-09;2893;33.8;19126
England;2020-09-08;3071;33.5;18929
England;2020-09-07;3530;31.5;17820
England;2020-09-03;2716;21.4;12086
England;2020-09-01;1962;16.3;9211
England;2020-08-30;987;14.5;8211
England;2020-08-29;1051;14.0;7928
England;2020-08-26;1181;12.6;7143
England;2020-08-24;1156;12.3;6941
England;2020-08-20;1254;11.9;6726
England;2020-08-14;1059;12.5;7060
England;2020-08-12;1126;12.1;6862
England;2020-08-08;648;10.5;5964
England;2020-08-04;965;9.7;5471
England;2020-08-01;508;9.1;5163
England;2020-07-31;644;9.1;5154
England;2020-07-29;994;9.0;5092
England;2020-07-28;796;8.6;4862
England;2020-07-22;764;7.6;4314
England;2020-07-17;548;7.2;4056
England;2020-07-16;644;7.1;4032
England;2020-07-15;726;7.2;4076
England;2020-07-12;351;6.9;3906
England;2020-07-10;524;7.2;4052
England;2020-07-04;385;6.6;3746
England;2020-06-26;640;8.4;4739
England;2020-06-23;727;9.5;5394
England;2020-06-20;626;10.6;5988
England;2020-06-18;938;11.1;6267
England;2020-06-16;996;11.3;6416
England;2020-06-15;944;11.5;6486
England;2020-06-11;915;11.4;6468
England;2020-06-09;1066;12.1;6865
England;2020-06-07;668;13.3;7493
England;2020-06-04;1147;14.9;8450
England;2020-06-01;1319;16.5;9339
England;2020-05-28;1575;18.3;10354
England;2020-05-27;1616;19.6;11056
England;2020-05-26;1461;20.9;11799
England;2020-05-24;1206;24.4;13777
England;2020-05-22;1798;25.9;14636
England;2020-05-14;2222;31.1;17581
England;2020-05-11;3088;33.8;19137
England;2020-05-10;2013;33.4;18900
England;2020-05-09;1797;34.5;19535
England;2020-05-07;3205;38.9;21987
England;2020-05-03;2648;47.3;26739
England;2020-04-28;4113;50.3;28425
England;2020-04-22;4812;50.6;28590
England;2020-04-21;3996;49.5;28018
England;2020-04-20;3698;48.8;27590
England;2020-04-19;3494;48.4;27355
England;2020-04-16;4360;44.7;25264
England;2020-04-14;3568;44.3;25055
England;2020-04-13;3463;46.1;26092
England;2020-04-12;2958;47.8;27036
England;2020-04-11;3085;48.0;27172
England;2020-04-08;4315;49.6;28025
England;2020-04-07;4605;49.3;27860
England;2020-04-05;3094;46.3;26178
England;2020-04-04;3405;45.2;25533
England;2020-03-31;3816;34.9;19748
England;2020-03-25;2284;18.8;10615
England;2020-03-24;2041;16.3;9241
England;2020-03-23;2010;13.9;7883
England;2020-03-16;552;4.7;2674
England;2020-03-15;398;4.0;2249
England;2020-03-10;229;1.1;630
England;2020-03-07;55;0.6;335
England;2020-03-05;46;0.4;221
England;2020-03-04;49;0.3;182
England;2020-03-03;53;0.2;134
England;2020-02-25;3;;13
England;2020-02-23;6;;9
England;2020-02-22;0;;3
England;2020-02-20;0;;1
England;2020-02-17;1;;7
England;2020-02-06;0;;20
Leicester;2023-12-08;4;7.3;26
Leicester;2023-12-07;3;8.2;29
Leicester;2023-12-05;7;6.8;24
Leicester;2023-12-01;7;7.1;25
Leicester;2023-11-27;2;4.5;16
Leicester;2023-11-26;2;5.6;20
Leicester;2023-11-23;1;5.1;18
Leicester;2023-11-20;6;7.6;27
Leicester;2023-11-19;3;6.5;23
Leicester;2023-11-12;5;7.6;27
Leicester;2023-11-11;2;7.1;25
Leicester;2023-11-08;3;8.5;30
Leicester;2023-11-07;7;8.8;31
Leicester;2023-11-05;3;6.5;23
Leicester;2023-11-04;5;6.8;24
Leicester;2023-11-03;6;7.1;25
Leicester;2023-11-01;4;8.8;31
Leicester;2023-10-31;3;8.8;31
Leicester;2023-10-28;6;11.3;40
Leicester;2023-10-25;4;10.7;38
Leicester;2023-10-24;9;10.2;36
Leicester;2023-10-21;5;10.7;38
Leicester;2023-10-19;5;9.9;35
Leicester;2023-10-17;6;13.8;49
Leicester;2023-10-16;7;16.1;57
Leicester;2023-10-14;3;15.3;54
Leicester;2023-10-12;13;18.6;66
Leicester;2023-10-10;14;19.8;70
Leicester;2023-10-07;12;21.5;76
Leicester;2023-10-06;8;21.2;75
Leicester;2023-10-05;8;22.3;79
Leicester;2023-10-01;6;21.7;77
Leicester;2023-09-28;17;19.8;70
Leicester;2023-09-27;13;16.9;60
Leicester;2023-09-26;10;15.5;55
Leicester;2023-09-25;8;14.1;50
Leicester;2023-09-19;5;16.4;58
Leicester;2023-09-18;8;17.2;61
Leicester;2023-09-16;7;16.7;59
Leicester;2023-09-13;12;15.5;55
Leicester;2023-09-11;7;14.7;52
Leicester;2023-09-04;10;15.3;54
Leicester;2023-09-03;9;13.6;48
Leicester;2023-09-02;6;11.9;42
Leicester;2023-08-30;6;10.7;38
Leicester;2023-08-29;12;10.5;37
Leicester;2023-08-28;4;9.6;34
Leicester;2023-08-15;8;14.7;52
Leicester;2023-08-12;2;11.0;39
Leicester;2023-08-09;5;8.5;30
Leicester;2023-08-06;4;4.5;16
Leicester;2023-08-03;3;2.8;10
Leicester;2023-07-31;0;1.7;6
Leicester;2023-07-30;0;1.7;6
Leicester;2023-07-29;2;2.5;9
Leicester;2023-07-21;1;2.0;7
Leicester;2023-07-20;3;1.7;6
Leicester;2023-07-14;0;3.7;13
Leicester;2023-07-11;4;4.2;15
Leicester;2023-07-08;3;3.1;11
Leicester;2023-06-28;1;2.3;8
Leicester;2023-06-26;0;2.5;9
Leicester;2023-06-22;2;3.7;13
Leicester;2023-06-18;1;4.5;16
Leicester;2023-06-16;2;4.8;17
Leicester;2023-06-15;1;5.4;19
Leicester;2023-06-13;2;5.6;20
Leicester;2023-06-09;4;5.1;18
Leicester;2023-06-06;3;6.8;24
Leicester;2023-05-31;10;6.5;23
Leicester;2023-05-21;7;9.6;34
Leicester;2023-05-18;4;8.5;30
Leicester;2023-05-16;4;10.5;37
Leicester;2023-05-14;4;10.2;36
Leicester;2023-05-11;8;11.6;41
Leicester;2023-05-10;6;10.7;38
Leicester;2023-05-05;3;11.3;40
Leicester;2023-05-03;7;13.6;48
Leicester;2023-05-02;9;13.6;48
Leicester;2023-04-30;3;12.1;43
Leicester;2023-04-29;6;13.6;48
Leicester;2023-04-26;7;11.3;40
Leicester;2023-04-11;11;19.2;68
Leicester;2023-04-10;19;18.9;67
Leicester;2023-04-03;7;18.4;65
Leicester;2023-04-01;5;26.3;93
Leicester;2023-03-31;13;28.2;100
Leicester;2023-03-29;8;28.8;102
Leicester;2023-03-27;24;30.5;108
Leicester;2023-03-20;15;27.7;98
Leicester;2023-03-16;17;28.2;100
Leicester;2023-03-15;19;26.0;92
Leicester;2023-03-12;17;27.7;98
Leicester;2023-02-28;19;23.2;82
Leicester;2023-02-23;16;19.5;69
Leicester;2023-02-21;12;22.3;79
Leicester;2023-02-08;16;25.7;91
Leicester;2023-02-07;19;22.9;81
Leicester;2023-02-04;8;20.6;73
Leicester;2023-02-01;6;21.7;77
Leicester;2023-01-30;14;19.8;70
Leicester;2023-01-28;9;17.5;62
Leicester;2023-01-27;14;17.8;63
Leicester;2023-01-24;6;15.8;56
Leicester;2023-01-23;9;16.1;57
Leicester;2023-01-22;5;16.4;58
Leicester;2023-01-21;10;17.2;61
Leicester;2023-01-19;6;17.5;62
Leicester;2023-01-17;7;17.8;63
Leicester;2023-01-16;10;18.9;67
Leicester;2023-01-11;8;28.5;101
Leicester;2023-01-10;11;32.5;115
Leicester;2023-01-04;22;50.3;178
Leicester;2023-01-02;22;50.0;177
Leicester;2023-01-01;15;49.1;174
Leicester;2022-12-22;31;67.8;240
Leicester;2022-12-21;42;68.6;243
Leicester;2022-12-18;33;59.3;210
Leicester;2022-12-16;30;63.6;225
Leicester;2022-12-15;34;62.7;222
Leicester;2022-12-13;23;64.1;227
Leicester;2022-12-02;29;41.8;148
Leicester;2022-12-01;12;42.1;149
Leicester;2022-11-29;22;45.8;162
Leicester;2022-11-28;26;47.5;168
Leicester;2022-11-26;11;46.3;164
Leicester;2022-11-25;30;46.9;166
Leicester;2022-11-24;29;41.5;147
Leicester;2022-11-21;26;35.9;127
Leicester;2022-11-17;18;40.7;144
Leicester;2022-11-15;24;42.1;149
Leicester;2022-11-11;15;39.3;139
Leicester;2022-11-08;22;42.4;150
Leicester;2022-11-06;16;38.1;135
Leicester;2022-11-04;20;41.8;148
Leicester;2022-11-01;22;41.2;146
Leicester;2022-10-28;16;50.6;179
Leicester;2022-10-27;30;51.7;183
Leicester;2022-10-26;20;54.2;192
Leicester;2022-10-23;18;62.7;222
Leicester;2022-10-19;29;83.9;297
Leicester;2022-10-13;59;78.0;276
Leicester;2022-10-04;31;53.9;191
Leicester;2022-10-03;38;50.3;178
Leicester;2022-10-02;23;49.1;174
Leicester;2022-09-28;26;50.0;177
Leicester;2022-09-23;28;45.8;162
Leicester;2022-09-22;28;46.0;163
Leicester;2022-09-18;15;35.9;127
Leicester;2022-09-17;9;34.2;121
Leicester;2022-09-16;29;34.5;122
Leicester;2022-09-13;31;31.6;112
Leicester;2022-09-08;17;33.0;117
Leicester;2022-09-07;12;33.9;120
Leicester;2022-09-04;21;39.3;139
Leicester;2022-08-31;17;29.4;104
Leicester;2022-08-25;12;30.5;108
Leicester;2022-08-24;18;32.2;114
Leicester;2022-08-23;13;32.5;115
Leicester;2022-08-21;20;41.0;145
Leicester;2022-08-18;18;44.6;158
Leicester;2022-08-13;24;60.7;215
Leicester;2022-08-12;24;60.4;214
Leicester;2022-08-10;38;63.0;223
Leicester;2022-08-02;45;82.5;292
Leicester;2022-07-26;41;105.9;375
Leicester;2022-07-24;57;125.7;445
Leicester;2022-07-20;53;152.0;538
Leicester;2022-07-13;93;193.2;684
Leicester;2022-07-12;111;200.0;708
Leicester;2022-07-11;117;202.5;717
Leicester;2022-07-10;90;201.7;714
Leicester;2022-07-05;120;190.7;675
Leicester;2022-07-03;100;179.1;634
Leicester;2022-06-30;87;163.3;578
Leicester;2022-06-28;78;157.0;556
Leicester;2022-06-27;115;155.9;552
Leicester;2022-06-25;52;145.2;514
Leicester;2022-06-23;67;137.0;485
Leicester;2022-06-22;92;134.4;476
Leicester;2022-06-21;74;127.7;452
Leicester;2022-06-20;88;128.8;456
Leicester;2022-06-19;68;118.6;420
Leicester;2022-06-12;41;91.2;323
Leicester;2022-06-09;67;86.4;306
Leicester;2022-06-05;36;59.6;211
Leicester;2022-05-30;47;44.9;159
Leicester;2022-05-28;13;39.8;141
Leicester;2022-05-25;20;41.2;146
Leicester;2022-05-18;25;61.0;216
Leicester;2022-05-16;37;62.7;222
Leicester;2022-05-13;31;65.5;232
Leicester;2022-05-09;37;76.0;269
Leicester;2022-05-08;43;78.5;278
Leicester;2022-04-26;54;109.6;388
Leicester;2022-04-25;62;116.9;414
Leicester;2022-04-18;77;157.9;559
Leicester;2022-04-11;119;225.4;798
Leicester;2022-04-10;90;242.6;859
Leicester;2022-04-04;180;343.5;1216
Leicester;2022-03-26;181;454.8;1610
Leicester;2022-03-22;283;435.3;1541
Leicester;2022-03-18;174;392.3;1389
Leicester;2022-03-17;199;391.2;1385
Leicester;2022-03-16;227;379.3;1343
Leicester;2022-03-10;157;285.6;1011
Leicester;2022-03-09;177;276.5;979
Leicester;2022-03-06;114;239.0;846
Leicester;2022-02-26;47;186.4;660
Leicester;2022-02-23;106;223.4;791
Leicester;2022-02-20;113;246.3;872
Leicester;2022-02-16;137;250.5;887
Leicester;2022-02-13;90;315.2;1116
Leicester;2022-02-09;200;419.4;1485
Leicester;2022-02-04;214;690.3;2444
Leicester;2022-02-03;261;740.6;2622
Leicester;2022-01-29;319;991.4;3510
Leicester;2022-01-26;552;1097.3;3885
Leicester;2022-01-25;600;1142.5;4045
Leicester;2022-01-23;499;1228.4;4349
Leicester;2022-01-18;755;1289.4;4565
Leicester;2022-01-16;628;1336.3;4731
Leicester;2022-01-15;489;1339.4;4742
Leicester;2022-01-13;602;1448.4;5128
Leicester;2022-01-12;711;1620.2;5736
Leicester;2022-01-08;610;2278.3;8066
Leicester;2022-01-02;984;2127.5;7532
Leicester;2022-01-01;743;2014.2;7131
Leicester;2021-12-31;987;1914.5;6778
Leicester;2021-12-29;1497;1681.2;5952
Leicester;2021-12-28;1083;1488.8;5271
Leicester;2021-12-26;583;1288.6;4562
Leicester;2021-12-24;727;1220.5;4321
Leicester;2021-12-23;765;1134.3;4016
Leicester;2021-12-15;438;550.8;1950
Leicester;2021-12-11;211;423.4;1499
Leicester;2021-12-07;228;414.6;1468
Leicester;2021-12-01;241;368.9;1306
Leicester;2021-11-26;149;364.9;1292
Leicester;2021-11-23;210;384.4;1361
Leicester;2021-11-22;239;393.5;1393
Leicester;2021-11-20;159;396.0;1402
Leicester;2021-11-06;143;317.2;1123
Leicester;2021-11-05;158;311.3;1102
Leicester;2021-11-01;189;337.0;1193
Leicester;2021-10-31;124;369.5;1308
Leicester;2021-10-25;304;425.9;1508
Leicester;2021-10-23;191;376.8;1334
Leicester;2021-10-15;138;310.7;1100
Leicester;2021-10-13;175;300.0;1062
Leicester;2021-10-03;137;302.2;1070
Leicester;2021-10-02;100;297.7;1054
Leicester;2021-10-01;128;309.0;1094
Leicester;2021-09-30;147;317.8;1125
Leicester;2021-09-29;168;324.3;1148
Leicester;2021-09-28;182;334.4;1184
Leicester;2021-09-25;140;354.5;1255
Leicester;2021-09-24;159;358.2;1268
Leicester;2021-09-22;204;372.0;1317
Leicester;2021-09-21;183;366.3;1297
Leicester;2021-09-20;239;373.1;1321
Leicester;2021-09-10;192;442.9;1568
Leicester;2021-09-07;249;426.8;1511
Leicester;2021-09-05;151;394.9;1398
Leicester;2021-09-03;183;377.1;1335
Leicester;2021-08-31;272;395.7;1401
Leicester;2021-08-28;142;423.4;1499
Leicester;2021-08-26;221;434.7;1539
Leicester;2021-08-25;240;433.0;1533
Leicester;2021-08-23;260;442.0;1565
Leicester;2021-08-22;162;440.9;1561
Leicester;2021-08-19;215;432.7;1532
Leicester;2021-08-15;157;411.5;1457
Leicester;2021-08-14;173;408.4;1446
Leicester;2021-08-12;247;409.6;1450
Leicester;2021-08-11;215;400.8;1419
Leicester;2021-08-08;146;407.0;1441
Leicester;2021-08-07;175;405.0;1434
Leicester;2021-08-03;246;373.1;1321
Leicester;2021-07-25;147;334.7;1185
Leicester;2021-07-20;180;451.4;1598
Leicester;2021-07-19;241;454.8;1610
Leicester;2021-07-18;217;433.6;1535
Leicester;2021-07-17;197;407.0;1441
Leicester;2021-07-12;166;281.0;995
Leicester;2021-07-09;140;262.1;928
Leicester;2021-07-03;84;209.0;740
Leicester;2021-07-02;128;201.7;714
Leicester;2021-07-01;126;187.3;663
Leicester;2021-06-29;108;164.4;582
Leicester;2021-06-28;114;159.9;566
Leicester;2021-06-24;78;141.8;502
Leicester;2021-06-22;92;130.5;462
Leicester;2021-06-20;50;127.7;452
Leicester;2021-06-14;70;122.9;435
Leicester;2021-06-12;48;133.0;471
Leicester;2021-06-09;74;137.0;485
Leicester;2021-06-08;79;130.8;463
Leicester;2021-06-06;52;110.7;392
Leicester;2021-06-05;41;105.4;373
Leicester;2021-06-04;68;102.0;361
Leicester;2021-05-30;33;87.8;311
Leicester;2021-05-29;29;85.3;302
Leicester;2021-05-28;47;87.8;311
Leicester;2021-05-22;38;67.5;239
Leicester;2021-05-17;34;52.5;186
Leicester;2021-05-15;21;52.8;187
Leicester;2021-05-12;13;47.5;168
Leicester;2021-05-11;31;51.1;181
Leicester;2021-05-03;21;36.7;130
Leicester;2021-04-29;21;46.9;166
Leicester;2021-04-28;23;51.7;183
Leicester;2021-04-27;28;55.9;198
Leicester;2021-04-23;20;59.0;209
Leicester;2021-04-19;31;63.6;225
Leicester;2021-04-17;21;72.6;257
Leicester;2021-04-16;34;73.7;261
Leicester;2021-04-15;41;78.8;279
Leicester;2021-04-05;35;88.1;312
Leicester;2021-04-02;43;91.2;323
Leicester;2021-03-31;48;98.3;348
Leicester;2021-03-28;44;112.4;398
Leicester;2021-03-27;44;112.1;397
Leicester;2021-03-26;53;115.8;410
Leicester;2021-03-20;57;114.7;406
Leicester;2021-03-15;63;116.7;413
Leicester;2021-03-14;50;117.8;417
Leicester;2021-03-13;42;119.2;422
Leicester;2021-03-12;51;119.5;423
Leicester;2021-03-07;55;138.7;491
Leicester;2021-02-24;116;244.3;865
Leicester;2021-02-23;127;249.1;882
Leicester;2021-02-13;112;269.5;954
Leicester;2021-02-12;134;267.5;947
Leicester;2021-02-10;132;268.9;952
Leicester;2021-02-07;120;304.8;1079
Leicester;2021-02-06;105;311.8;1104
Leicester;2021-02-02;185;372.3;1318
Leicester;2021-01-30;146;373.4;1322
Leicester;2021-01-23;175;564.3;1998
Leicester;2021-01-18;336;590.6;2091
Leicester;2021-01-14;299;552.2;1955
Leicester;2021-01-12;387;567.5;2009
Leicester;2021-01-10;191;559.8;1982
Leicester;2021-01-09;219;591.7;2095
Leicester;2021-01-07;282;586.4;2076
Leicester;2020-12-28;211;324.3;1148
Leicester;2020-12-21;233;330.8;1171
Leicester;2020-12-19;143;314.7;1114
Leicester;2020-12-13;105;251.4;890
Leicester;2020-12-12;103;257.3;911
Leicester;2020-12-09;160;259.3;918
Leicester;2020-12-08;108;244.9;867
Leicester;2020-12-07;146;257.9;913
Leicester;2020-12-05;110;250.8;888
Leicester;2020-12-03;145;250.8;888
Leicester;2020-11-23;203;369.5;1308
Leicester;2020-11-22;129;387.5;1372
Leicester;2020-11-21;146;404.5;1432
Leicester;2020-11-16;267;499.1;1767
Leicester;2020-11-12;252;539.5;1910
Leicester;2020-11-11;320;536.7;1900
Leicester;2020-11-07;226;449.1;1590
Leicester;2020-11-06;234;427.6;1514
Leicester;2020-11-04;192;418.6;1482
Leicester;2020-10-30;190;385.6;1365
Leicester;2020-10-29;254;387.8;1373
Leicester;2020-10-28;208;370.0;1310
Leicester;2020-10-27;197;372.3;1318
Leicester;2020-10-21;216;289.5;1025
Leicester;2020-10-19;176;265.8;941
Leicester;2020-10-18;103;257.6;912
Leicester;2020-10-17;89;261.0;924
Leicester;2020-10-16;120;257.9;913
Leicester;2020-10-14;195;259.0;917
Leicester;2020-10-13;124;243.2;861
Leicester;2020-10-12;147;236.7;838
Leicester;2020-10-06;101;171.2;606
Leicester;2020-10-04;72;154.5;547
Leicester;2020-10-02;106;142.9;506
Leicester;2020-10-01;87;126.5;448
Leicester;2020-09-25;48;116.1;411
Leicester;2020-09-24;52;124.3;440
Leicester;2020-09-21;68;124.0;439
Leicester;2020-09-17;66;99.4;352
Leicester;2020-09-11;50;90.1;319
Leicester;2020-09-10;40;87.0;308
Leicester;2020-09-05;30;57.6;204
Leicester;2020-08-27;12;27.4;97
Leicester;2020-08-22;9;47.7;169
Leicester;2020-08-21;24;50.0;177
Leicester;2020-08-17;49;55.6;197
Leicester;2020-08-14;29;60.7;215
Leicester;2020-08-10;36;71.7;254
Leicester;2020-08-06;46;60.4;214
Leicester;2020-08-03;33;54.5;193
Leicester;2020-08-02;13;57.9;205
Leicester;2020-07-28;19;61.0;216
Leicester;2020-07-26;18;59.9;212
Leicester;2020-07-23;42;67.8;240
Leicester;2020-07-19;19;75.4;267
Leicester;2020-07-17;36;84.5;299
Leicester;2020-07-16;47;93.2;330
Leicester;2020-07-15;39;92.4;327
Leicester;2020-07-11;60;127.7;452
Leicester;2020-07-10;67;122.0;432
Leicester;2020-07-08;62;125.1;443
Leicester;2020-07-06;81;128.2;454
Leicester;2020-07-01;71;125.7;445
Leicester;2020-06-30;60;133.3;472
Leicester;2020-06-29;80;142.4;504
Leicester;2020-06-28;37;146.0;517
Leicester;2020-06-23;92;152.0;538
Leicester;2020-06-18;74;132.2;468
Leicester;2020-06-14;63;123.4;437
Leicester;2020-06-12;56;109.3;387
Leicester;2020-06-10;60;90.7;321
Leicester;2020-06-09;65;81.9;290
Leicester;2020-06-08;59;83.0;294
Leicester;2020-06-06;24;72.9;258
Leicester;2020-06-03;29;70.3;249
Leicester;2020-05-29;25;53.9;191
Leicester;2020-05-28;34;53.4;189
Leicester;2020-05-14;29;61.9;219
Leicester;2020-05-08;34;59.3;210
Leicester;2020-04-26;7;46.6;165
Leicester;2020-04-22;30;40.7;144
Leicester;2020-04-18;18;29.1;103
Leicester;2020-04-17;12;28.8;102
Leicester;2020-04-15;15;37.0;131
Leicester;2020-04-11;17;44.9;159
Leicester;2020-04-08;20;44.1;156
Leicester;2020-04-06;26;48.3;171
Leicester;2020-04-05;20;42.4;150
Leicester;2020-03-31;27;19.8;70
Leicester;2020-03-27;8;19.5;69
Leicester;2020-03-26;13;17.8;63
Leicester;2020-03-23;11;11.0;39
Leicester;2020-03-21;5;6.5;23
